id_tipo_veiculo,id_marca_veiculo,modelo
2,118,Tmax
2,118,Yfm 700R
2,118,Grizzly
2,237,50 Sx
2,237,65 Sx
2,237,85 Sx
2,237,125 Sx
2,237,150 Sx
2,237,250 Sx
2,237,350 Sx
2,237,450 Sx-F
2,237,350 Exc
2,237,500 Exc
2,237,150 Xc
2,237,250 Xc
2,237,300 Xc
2,237,450 Xc-F/W
2,237,200 Xc
2,237,690 Enduro R
2,237,1190 Adventure
2,237,990 Sm T
2,237,990 Adventure Baja
2,237,690 Duke
2,237,1190 Rc8 R
2,244,Acx 250F
2,244,Hotzoo Sport 90
2,244,Sportlander 150R
2,244,Sportlander 250Xr
2,244,Sportlander 350Zx
2,244,Sportlander 450Tr
2,244,Quadrilander 300
2,244,Quadrilander 400
2,244,Quadrilander 600
2,244,Frontlander 500
2,244,Frontlander 800 Efi
2,237,525 Xc
2,237,505 Sx
2,237,450 Xc
2,237,450 Sx
2,116,Venice 50
2,116,Liberty 50
2,116,Bike 50
2,116,Jet 125
2,116,Custom 250
2,116,Discover 250
2,144,Rzr 570
2,144,Rzr 800
2,144,Rzr 800 Xc
2,144,Rzr S 800
2,144,Rzr 900
2,144,Rzr Xp 1000
2,144,Rzr 4 800
2,144,Rzr 4 900
2,144,Rzr 4 1000
2,144,Ranger 6X6
2,144,Ranger 800
2,144,Ranger Diesel
2,144,Ranger Xp 900
2,144,Ranger 400
2,144,Ranger 570
2,144,Ranger 800 Midsize
2,144,Ranger Ev
2,144,Ranger Crew 570
2,144,Ranger Crew 800
2,144,Ranger Crew Diesel
2,144,Ranger Crew 900
2,144,Sportsman 550 Eps
2,144,Sportsman 570
2,144,Sportsman 400 Ho
2,144,Sportsman Wv850 Ho
2,144,Sportsman Xp 850
2,144,Sportsman 800 Efi
2,144,Sportsman Big Boss 6X6 800
2,144,Scrambler Xp 850 Ho
2,144,Scrambler Xp 1000 Eps
2,144,Sportsman Touring 850
2,144,Sportsman Touring 570
2,144,Sportsman Touring 550
2,144,Sportsman X2 550
2,144,Phoenix 200
2,144,Rzr 170
2,144,Outlaw 90
2,144,Sportsman 90
2,144,Outlaw 50
2,144,Brutus
2,245,Cross Roads 8-Ball
2,245,Cross Roads Classic
2,245,Cross Country 8-Ball
2,245,Cross Country
2,245,Ness Cross Country
2,245,Vision Tour
2,245,Cross Country Tour
2,245,Cross Country Tour Anniversary
2,245,Vegas 8-Ball
2,245,High-Ball
2,245,Hammer 8-Ball
2,245,Boardwalk
2,245,Jackpot
2,245,Judge
2,245,Zach Ness Cross Country
2,245,Hard-Ball
2,245,Ness Vision
2,245,Cory Ness Cross Country Tour
2,246,Chief Classic
2,246,Chief Vintage
2,246,Chieftain
2,85,Cool Star 125
2,85,X3
2,85,Jojo 110
2,85,Cc125
2,85,Cc150
2,85,Kp150F
2,85,Lf100
2,85,Pk125
2,85,Power King
2,85,Cross
2,85,Glow 110S
2,85,Kp150
2,85,Power Man 250
2,85,Hiker
2,85,Iv
2,85,Steed 250
2,85,Traveller
2,85,Tb125
2,85,Pk110F
2,85,Lf125
2,85,Lf125
2,247,F2 Plus
2,247,Super F2
2,247,Super F1
2,247,Super F3
2,247,Bvx 125
2,247,Bvx 130 Street
2,247,Bvx 150 S1
2,247,Tr 150 D6
2,247,Ax 200
2,247,Bvx 200
2,247,Bx 260
2,247,Br 250 D1
2,247,Cargo 260
2,117,Comet Gt 250
2,117,Comet Gt-R 250
2,118,Rd 50
2,118,Dt 50
2,118,Mt-01
2,118,Fz-09
2,118,Mt-07
2,118,Fzr600
2,118,Fzr400
2,118,Fzr250
2,118,Xs500
2,118,Xs650
2,118,Xs750
2,118,Xs850
2,118,Xs1100
2,118,Sr500
2,118,Srx 400
2,118,Srx 600
2,118,V-Max 1680
2,118,Fjr1300
2,118,Xtz 750 Super Tenere
2,118,Xt 600
2,118,Virago 400
2,118,Virago 535
2,118,Virago 750
2,118,Virago 1400
2,118,Xz 550
2,118,Yzr 500
2,118,Wr 450F
2,118,Tz 250
2,118,Yz 125
2,118,Yz 250
2,118,Yz 450
2,118,Tx500
2,118,Xr 180
2,118,Tt 125
2,143,Er-5
2,172,Cvo
2,155,Alpina
2,155,Apolo
2,155,Nevada
2,155,Winstar
2,155,Elektra
2,155,Texana
2,155,Altino
2,155,Aquila
2,155,Daystar Routier
3,13,Hr
3,4,1113
3,4,1214
3,4,1318
3,4,1519
3,4,1614
3,4,1620
3,26,7000D
3,4,709
3,4,710
3,4,912
3,4,2000
3,141,Trailer
3,12,F-12000
3,2,Mascarello
3,2,Granmicro
3,214,Onibus
3,216,Guindaste
3,216,Empilhadeira
3,206,112
3,26,10000
3,26,13000
3,26,14000
3,26,1600
3,26,1800
3,26,4500
3,26,5000
3,26,6000
3,26,7000
3,26,7500
3,26,8000
3,26,8500
3,26,8700
3,26,9200
3,1,D-12000
3,1,D-13000
3,1,D-14000
3,1,19000
3,1,21000
3,1,22000
3,1,D-6000
3,1,C-60
3,1,D-40
3,1,D-60
3,1,D-70
3,54,Jbc
3,54,N601
3,54,N900
3,3,190
3,12,Cargo
3,12,F-11000
3,12,F-13000
3,12,F-14000
3,12,F-16000
3,12,F-19000
3,12,F-2000
3,12,F-21000
3,12,F-22000
3,12,F-350
3,12,F-4
3,12,F-4000
3,12,F-7000
3,12,F-Maxx
3,1,12-170
3,1,14-190
3,1,15-190
3,1,16-220
3,1,3500
3,1,32994
3,1,6-100
3,1,6-150
3,1,7-110
3,13,Hd78
3,72,Cityclass
3,72,Cursor
3,72,Daily
3,72,Eurocargo
3,72,Eurotech
3,72,Eurotrakker
3,72,Powerstar
3,72,Stralis
3,72,Tector
3,72,Trakker
3,72,Vertis
3,219,Tgx
3,4,1114
3,4,1215
3,4,1218
3,4,1414
3,4,1420
3,4,1714
3,4,1720
3,4,1721
3,4,1723
3,4,1938
3,4,1944-S
3,4,2038
3,4,2418
3,4,2423
3,4,2638
3,4,2726
3,4,608
3,4,708
3,4,712
3,4,914
3,4,Accelo
3,4,Actros
3,4,Atego
3,4,Atilis
3,4,Atron
3,4,Axor
3,4,L-1117
3,4,L-1118
3,4,L-1313
3,4,L-1314
3,4,L-1317
3,4,L-1319
3,4,L-1514
3,4,L-1517
3,4,1520
3,4,L-2014
3,4,L-2017
3,4,L-2213
3,4,L-2214
3,4,L-2215
3,4,L-2216
3,4,L-2217
3,4,L-2220
3,4,L-2225
3,4,L-2314
3,4,L-2318
3,4,L-2325
3,4,2635
3,4,Ls-1632
3,4,Ls-1941
3,220,Durastar
3,220,International
3,109,7900
3,109,9000
3,109,914
3,120,R-112
3,120,R-142
3,120,T-112
3,120,T-142
3,206,380
3,206,400
3,206,420
3,206,440
3,206,470
3,206,480
3,206,111
3,206,141
3,206,114
3,206,230
3,206,P-250
3,206,P-270
3,206,P-310
3,206,P-340
3,206,93
3,206,94
3,206,143
3,206,164
3,206,R-500
3,206,R-560
3,206,R-580
3,206,R-620
3,221,Howo
3,2,11-130
3,2,11-140
3,2,12-170
3,2,12-180
3,2,13-130
3,2,13-150
3,2,13-170
3,2,14-140
3,2,14-150
3,2,14-170
3,2,14-180
3,2,14-200
3,2,14-210
3,2,14-220
3,2,15-170
3,2,16-170
3,2,16-200
3,2,16-210
3,2,16-220
3,2,16-300
3,2,17-180
3,2,17-210
3,2,17-220
3,2,17-280
3,2,17-300
3,2,17-310
3,2,17-330
3,2,18-310
3,2,19-330
3,2,19-390
3,2,22-140
3,2,22-160
3,2,22-210
3,2,23-210
3,2,23-220
3,2,23-250
3,2,23-310
3,2,24-220
3,2,24-280
3,2,24-330
3,2,25-390
3,2,26-220
3,2,26-280
3,2,26-300
3,2,26-310
3,2,26-390
3,2,31-280
3,2,31-310
3,2,31-330
3,2,31-390
3,2,35-300
3,2,40-300
3,2,29373
3,2,33025
3,2,7-100
3,2,7-110
3,2,33055
3,2,8-100
3,2,8-120
3,2,8-140
3,2,L-80
3,47,Fh Series
3,47,Fh Globetrotter Series
3,47,Fm Series
3,47,Fmx Series
3,47,N Series
3,47,Nh Series
3,47,Nl Series
3,47,Vm Series
3,2,11-160
3,2,12-140
3,2,17-230
3,2,24-230
3,2,28-440
3,2,29-440
3,2,31-440
3,2,33-440
3,2,16-180
3,2,17-240
3,2,17-260
3,2,18-320
3,2,18-330
3,2,15-210
3,4,1516
3,4,1935
3,4,2555
3,4,0-400
3,224,Bi-Trem
3,225,Bitrem
3,4,1513
3,1,D-1200
3,12,F-3500
3,12,F-600
3,4,2219
3,4,1313
3,72,35-10
3,1,Marta-Rocha
3,4,1929
3,206,124
3,4,1618
3,4,1934
3,4,1924
3,4,1634
3,12,F-400
3,218,Motor-Home
3,227,Pa Carregadeira
3,214,Micro-Onibus
3,206,113
3,4,1525
3,4,2621
3,3,210
3,206,110
3,206,Lk-140
3,206,L-80
3,206,B-110
3,206,Br-115
3,206,B-111
3,206,Br-116
3,206,81
3,206,82
3,206,92
3,206,142
3,206,144
3,206,L-71
3,206,L-75
3,206,L-76
3,206,P-330
3,12,F-750
3,4,1625
3,4,2013
3,4,312
3,72,80S
3,12,F-6
3,206,490
3,59,180
3,4,1622
3,4,1524
3,4,1630
3,4,1932
3,4,1316
3,206,133
3,1,Matra
3,4,1111
3,1,Coe
3,12,Coe
3,3,130
3,12,F-8
3,2,Constellation
3,2,Delivery
3,2,Worker
3,4,321
3,4,1317
3,3,180
3,216,Escavadeira
3,216,Munck
3,216,Guincho
3,216,Carregadeira
3,216,Motoniveladora
3,4,2213
3,216,Tanque
3,216,Poliguindaste
3,4,1621
3,12,F-8000
3,219,24250
3,4,1632
3,216,Perfuratriz
3,4,180
3,4,1517
3,1,C-65
3,1,D-11000
3,1,D-65
3,47,Fl Series
